0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0
33.0, 1.0, 1.0, 1.0, 4789.0, 1.0, 1.0, 220.0, 1.0, 0.0
35.0, 2.0, 0.0, 2.0, 1350.0, 1.0, 0.0, 185.0, 1.0, 0.0
30.0, 2.0, 1.0, 2.0, 1476.0, 1.0, 1.0, 199.0, 4.0, 0.0
59.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 226.0, 1.0, 0.0
35.0, 2.0, 0.0, 2.0, 747.0, 0.0, 0.0, 141.0, 2.0, 0.0
36.0, 0.0, 1.0, 2.0, 307.0, 1.0, 0.0, 341.0, 1.0, 0.0
39.0, 3.0, 1.0, 1.0, 147.0, 1.0, 0.0, 151.0, 2.0, 0.0
41.0, 3.0, 1.0, 2.0, 221.0, 1.0, 0.0, 57.0, 2.0, 0.0
43.0, 1.0, 1.0, 0.0, -88.0, 1.0, 1.0, 313.0, 1.0, 0.0
39.0, 1.0, 1.0, 1.0, 9374.0, 1.0, 0.0, 273.0, 1.0, 0.0
43.0, 0.0, 1.0, 1.0, 264.0, 1.0, 0.0, 113.0, 2.0, 0.0
36.0, 3.0, 1.0, 2.0, 1109.0, 0.0, 0.0, 328.0, 2.0, 0.0
20.0, 3.0, 0.0, 1.0, 502.0, 0.0, 0.0, 261.0, 1.0, 1.0
31.0, 1.0, 1.0, 1.0, 360.0, 1.0, 1.0, 89.0, 1.0, 0.0
40.0, 2.0, 1.0, 2.0, 194.0, 0.0, 1.0, 189.0, 2.0, 0.0
56.0, 3.0, 1.0, 1.0, 4073.0, 0.0, 0.0, 239.0, 5.0, 0.0
37.0, 0.0, 0.0, 2.0, 2317.0, 1.0, 0.0, 114.0, 1.0, 0.0
25.0, 1.0, 0.0, 0.0, -221.0, 1.0, 0.0, 250.0, 1.0, 0.0
31.0, 1.0, 1.0, 1.0, 132.0, 0.0, 0.0, 148.0, 1.0, 0.0
38.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 96.0, 2.0, 0.0
42.0, 2.0, 2.0, 2.0, 16.0, 0.0, 0.0, 140.0, 3.0, 0.0
44.0, 1.0, 0.0, 1.0, 106.0, 0.0, 0.0, 109.0, 2.0, 0.0
44.0, 3.0, 1.0, 1.0, 93.0, 0.0, 0.0, 125.0, 2.0, 0.0
26.0, 1.0, 1.0, 2.0, 543.0, 0.0, 0.0, 169.0, 3.0, 0.0
41.0, 2.0, 1.0, 2.0, 5883.0, 0.0, 0.0, 182.0, 2.0, 0.0
55.0, 1.0, 1.0, 0.0, 627.0, 1.0, 0.0, 247.0, 1.0, 0.0
67.0, 1.0, 1.0, 0.0, 696.0, 0.0, 0.0, 119.0, 1.0, 0.0
